elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.001,0.0,16.23834228515625,14.213935852050781,53.3,3.70184326171875,46.3
1.001,7.3,16.844619750976562,13.607658386230469,55.3,3.7003555297851562,46.3
2.002,7.3,16.97146987915039,13.48080825805664,55.7,3.7000961303710938,46.3
3.002,3.0,17.155231475830078,13.297046661376953,56.3,3.69903564453125,46.2
4.003,5.4,17.178150177001953,13.274127960205078,56.4,3.6989212036132812,46.2
5.003,5.0,17.179946899414062,13.272331237792969,56.4,3.6988487243652344,46.2
6.003,5.2,17.177295684814453,13.274982452392578,56.4,3.6987457275390625,46.2
7.003,5.2,17.188404083251953,13.263874053955078,56.4,3.6985511779785156,46.2
8.004,5.1,17.187191009521484,13.265087127685547,56.4,3.6983413696289062,46.2
9.004,5.0,17.191730499267578,13.260547637939453,56.5,3.6982574462890625,46.2
10.004,5.8,16.874374389648438,13.577903747558594,55.4,3.6980934143066406,46.2
11.005,6.0,16.857505798339844,13.594772338867188,55.4,3.697978973388672,46.2
12.005,5.0,16.8399658203125,13.612312316894531,55.3,3.6977386474609375,46.2
13.006,5.5,16.909809112548828,13.542469024658203,55.5,3.6974639892578125,46.2
14.006,37.7,17.038558959960938,13.413719177246094,56.0,3.696929931640625,46.2
15.006,34.9,17.03884506225586,13.413433074951172,56.0,3.6967620849609375,46.2
16.007,49.1,17.101322174072266,13.350955963134766,56.2,3.696575164794922,46.2
17.007,8.4,17.267223358154297,13.185054779052734,56.7,3.6964797973632812,46.2
18.008,28.2,17.6964111328125,12.755867004394531,58.1,3.6962318420410156,46.2
19.008,48.1,17.693153381347656,12.759124755859375,58.1,3.6962127685546875,46.2
20.009,50.8,17.702251434326172,12.75002670288086,58.1,3.6961288452148438,46.2
21.009,50.7,17.700233459472656,12.752044677734375,58.1,3.696117401123047,46.2
22.01,50.7,17.708457946777344,12.743820190429688,58.2,3.6960105895996094,46.2
23.01,50.9,17.722736358642578,12.729541778564453,58.2,3.6957473754882812,46.2
24.011,50.9,17.755165100097656,12.697113037109375,58.3,3.6949920654296875,46.2
25.011,52.1,17.79880142211914,12.65347671508789,58.4,3.6927871704101562,46.2
26.012,50.8,17.783145904541016,12.669132232666016,58.4,3.692779541015625,46.2
27.013,51.9,17.790390014648438,12.661888122558594,58.4,3.6926536560058594,46.2
28.013,51.0,17.79376220703125,12.658515930175781,58.4,3.6922035217285156,46.2
29.014,50.6,17.78327178955078,12.66900634765625,58.4,3.6922035217285156,46.2
30.014,50.7,17.78668975830078,12.66558837890625,58.4,3.6921920776367188,46.2
31.015,50.6,17.787303924560547,12.664974212646484,58.4,3.6921768188476562,46.2
32.015,50.7,17.784828186035156,12.667449951171875,58.4,3.6921768188476562,46.2
33.016,50.8,17.762680053710938,12.689598083496094,58.3,3.6919174194335938,46.1
34.017,50.9,17.75511932373047,12.697158813476562,58.3,3.6918411254882812,46.1
35.017,50.8,17.75320053100586,12.699077606201172,58.3,3.69183349609375,46.1
36.018,15.1,17.924598693847656,12.527679443359375,58.9,3.6918296813964844,46.1
