sample_time_unix,gpu_timestamp,gpu_index,gpu_name,gpu_utilization_percent,memory_utilization_percent,vram_used_mib,vram_total_mib,temperature_c,power_draw_watts
1784232772.9040346,2026/07/16 13:12:52.900,0,NVIDIA GeForce RTX 5080,95.0,44.0,13536.0,16303.0,54.0,204.9
1784232773.918591,2026/07/16 13:12:53.914,0,NVIDIA GeForce RTX 5080,1.0,0.0,13538.0,16303.0,45.0,92.41
1784232774.934803,2026/07/16 13:12:54.929,0,NVIDIA GeForce RTX 5080,0.0,0.0,13538.0,16303.0,44.0,56.48
1784232775.9517379,2026/07/16 13:12:55.945,0,NVIDIA GeForce RTX 5080,82.0,10.0,13540.0,16303.0,54.0,127.16
1784232776.9679008,2026/07/16 13:12:56.962,0,NVIDIA GeForce RTX 5080,92.0,40.0,13540.0,16303.0,55.0,223.23
1784232777.9814174,2026/07/16 13:12:57.978,0,NVIDIA GeForce RTX 5080,95.0,41.0,13540.0,16303.0,47.0,195.04
1784232778.997748,2026/07/16 13:12:58.991,0,NVIDIA GeForce RTX 5080,0.0,0.0,13538.0,16303.0,52.0,80.8
1784232780.013512,2026/07/16 13:13:00.008,0,NVIDIA GeForce RTX 5080,95.0,41.0,13538.0,16303.0,56.0,223.59
1784232781.0302951,2026/07/16 13:13:01.024,0,NVIDIA GeForce RTX 5080,30.0,4.0,13538.0,16303.0,55.0,183.57
1784232782.0464518,2026/07/16 13:13:02.041,0,NVIDIA GeForce RTX 5080,95.0,41.0,13538.0,16303.0,57.0,225.69
1784232783.0626562,2026/07/16 13:13:03.056,0,NVIDIA GeForce RTX 5080,31.0,6.0,13538.0,16303.0,56.0,204.45
1784232784.0796883,2026/07/16 13:13:04.073,0,NVIDIA GeForce RTX 5080,96.0,41.0,13538.0,16303.0,57.0,228.98
1784232785.0957668,2026/07/16 13:13:05.091,0,NVIDIA GeForce RTX 5080,92.0,40.0,13538.0,16303.0,55.0,205.73
1784232786.1095197,2026/07/16 13:13:06.106,0,NVIDIA GeForce RTX 5080,26.0,10.0,13538.0,16303.0,53.0,203.79
1784232787.1258478,2026/07/16 13:13:07.120,0,NVIDIA GeForce RTX 5080,0.0,0.0,13538.0,16303.0,52.0,110.77
1784232788.142031,2026/07/16 13:13:08.135,0,NVIDIA GeForce RTX 5080,95.0,41.0,13538.0,16303.0,57.0,214.17
1784232789.1580725,2026/07/16 13:13:09.152,0,NVIDIA GeForce RTX 5080,96.0,41.0,13538.0,16303.0,58.0,231.47
1784232790.1751516,2026/07/16 13:13:10.169,0,NVIDIA GeForce RTX 5080,95.0,41.0,13539.0,16303.0,58.0,232.04
1784232791.1921644,2026/07/16 13:13:11.186,0,NVIDIA GeForce RTX 5080,95.0,41.0,13539.0,16303.0,59.0,232.06
1784232792.2083664,2026/07/16 13:13:12.202,0,NVIDIA GeForce RTX 5080,96.0,41.0,13538.0,16303.0,59.0,232.47
1784232793.2237659,2026/07/16 13:13:13.218,0,NVIDIA GeForce RTX 5080,1.0,0.0,13538.0,16303.0,53.0,182.64
1784232794.2399323,2026/07/16 13:13:14.234,0,NVIDIA GeForce RTX 5080,95.0,41.0,13538.0,16303.0,59.0,205.17
1784232795.2569242,2026/07/16 13:13:15.250,0,NVIDIA GeForce RTX 5080,95.0,44.0,13538.0,16303.0,57.0,194.84
1784232796.2740777,2026/07/16 13:13:16.268,0,NVIDIA GeForce RTX 5080,95.0,44.0,13538.0,16303.0,57.0,206.8
1784232797.290215,2026/07/16 13:13:17.284,0,NVIDIA GeForce RTX 5080,95.0,44.0,13538.0,16303.0,57.0,207.54
1784232798.307214,2026/07/16 13:13:18.301,0,NVIDIA GeForce RTX 5080,95.0,44.0,13538.0,16303.0,57.0,208.15
1784232799.3238862,2026/07/16 13:13:19.317,0,NVIDIA GeForce RTX 5080,92.0,43.0,13538.0,16303.0,58.0,208.84
1784232800.340748,2026/07/16 13:13:20.334,0,NVIDIA GeForce RTX 5080,95.0,44.0,13538.0,16303.0,58.0,209.57
