sample_time_unix,gpu_timestamp,gpu_index,gpu_name,gpu_utilization_percent,memory_utilization_percent,vram_used_mib,vram_total_mib,temperature_c,power_draw_watts
1784236647.2447557,2026/07/16 14:17:27.240,0,NVIDIA GeForce RTX 5080,0.0,0.0,14775.0,16303.0,42.0,49.35
1784236648.2585378,2026/07/16 14:17:28.254,0,NVIDIA GeForce RTX 5080,0.0,0.0,14775.0,16303.0,42.0,49.5
1784236649.2720232,2026/07/16 14:17:29.268,0,NVIDIA GeForce RTX 5080,0.0,0.0,14775.0,16303.0,42.0,49.32
1784236650.287812,2026/07/16 14:17:30.282,0,NVIDIA GeForce RTX 5080,99.0,28.0,14797.0,16303.0,62.0,217.19
1784236651.3038676,2026/07/16 14:17:31.298,0,NVIDIA GeForce RTX 5080,99.0,27.0,14797.0,16303.0,63.0,329.5
1784236652.3199005,2026/07/16 14:17:32.314,0,NVIDIA GeForce RTX 5080,99.0,27.0,14797.0,16303.0,64.0,330.82
1784236653.3357568,2026/07/16 14:17:33.330,0,NVIDIA GeForce RTX 5080,99.0,26.0,14797.0,16303.0,64.0,330.29
1784236654.3524954,2026/07/16 14:17:34.346,0,NVIDIA GeForce RTX 5080,92.0,24.0,14799.0,16303.0,57.0,288.15
1784236655.3689065,2026/07/16 14:17:35.363,0,NVIDIA GeForce RTX 5080,1.0,0.0,14799.0,16303.0,56.0,208.95
1784236656.38329,2026/07/16 14:17:36.378,0,NVIDIA GeForce RTX 5080,96.0,45.0,14799.0,16303.0,57.0,231.65
1784236657.39713,2026/07/16 14:17:37.393,0,NVIDIA GeForce RTX 5080,90.0,40.0,14801.0,16303.0,57.0,210.63
1784236658.4117382,2026/07/16 14:17:38.407,0,NVIDIA GeForce RTX 5080,0.0,0.0,14801.0,16303.0,53.0,106.62
1784236659.4279664,2026/07/16 14:17:39.422,0,NVIDIA GeForce RTX 5080,85.0,38.0,14801.0,16303.0,55.0,196.73
1784236660.4440582,2026/07/16 14:17:40.437,0,NVIDIA GeForce RTX 5080,95.0,48.0,14801.0,16303.0,56.0,215.59
1784236661.4599457,2026/07/16 14:17:41.454,0,NVIDIA GeForce RTX 5080,95.0,48.0,14801.0,16303.0,56.0,213.18
1784236662.4758956,2026/07/16 14:17:42.469,0,NVIDIA GeForce RTX 5080,95.0,48.0,14801.0,16303.0,56.0,214.26
1784236663.4917405,2026/07/16 14:17:43.485,0,NVIDIA GeForce RTX 5080,95.0,48.0,14801.0,16303.0,56.0,214.81
1784236664.504829,2026/07/16 14:17:44.501,0,NVIDIA GeForce RTX 5080,95.0,48.0,14801.0,16303.0,51.0,202.81
