elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.001,33.3,4.967479705810547,25.484798431396484,16.3,3.6533279418945312,45.7
1.001,7.8,5.5221099853515625,24.93016815185547,18.1,3.6533050537109375,45.7
2.002,7.3,5.654315948486328,24.797962188720703,18.6,3.6533050537109375,45.7
3.002,4.5,5.849311828613281,24.60296630859375,19.2,3.653301239013672,45.7
4.003,4.4,5.828285217285156,24.623992919921875,19.1,3.6532936096191406,45.7
5.003,4.4,5.820381164550781,24.63189697265625,19.1,3.653289794921875,45.7
6.003,4.3,5.8323211669921875,24.619956970214844,19.2,3.6532821655273438,45.7
7.004,4.4,5.824047088623047,24.628231048583984,19.1,3.653278350830078,45.7
8.004,4.4,5.83135986328125,24.62091827392578,19.1,3.653278350830078,45.7
9.005,4.4,5.842136383056641,24.61014175415039,19.2,3.6532745361328125,45.7
10.005,4.3,5.830097198486328,24.622180938720703,19.1,3.653270721435547,45.7
11.005,5.2,5.482936859130859,24.969341278076172,18.0,3.653240203857422,45.7
12.006,4.9,5.490863800048828,24.961414337158203,18.0,3.6532325744628906,45.7
13.006,4.4,5.489681243896484,24.962596893310547,18.0,3.6532325744628906,45.7
14.007,4.5,5.492069244384766,24.960208892822266,18.0,3.653186798095703,45.7
15.007,4.6,5.467800140380859,24.984477996826172,18.0,3.6531600952148438,45.7
16.007,6.5,5.676033020019531,24.7762451171875,18.6,3.6530799865722656,45.7
17.008,5.0,5.709846496582031,24.742431640625,18.8,3.6530799865722656,45.7
18.008,5.5,5.830852508544922,24.62142562866211,19.1,3.6530189514160156,45.7
19.009,5.2,5.827861785888672,24.62441635131836,19.1,3.6530189514160156,45.7
20.009,5.0,6.112312316894531,24.3399658203125,20.1,3.652996063232422,45.7
21.01,4.5,6.129219055175781,24.32305908203125,20.1,3.6529884338378906,45.7
22.01,4.5,6.1396331787109375,24.312644958496094,20.2,3.6529884338378906,45.7
