elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.0,5.0,6.578830718994141,23.87344741821289,21.6,3.613391876220703,45.2
1.001,7.3,7.002449035644531,23.4498291015625,23.0,3.613300323486328,45.2
2.001,6.6,6.899261474609375,23.553016662597656,22.7,3.613292694091797,45.2
3.001,5.5,7.028377532958984,23.423900604248047,23.1,3.6132469177246094,45.2
4.002,4.8,7.028781890869141,23.42349624633789,23.1,3.6132469177246094,45.2
5.002,4.8,7.027507781982422,23.42477035522461,23.1,3.613231658935547,45.2
6.002,4.9,7.0562744140625,23.39600372314453,23.2,3.613231658935547,45.2
7.002,5.0,6.97161865234375,23.48065948486328,22.9,3.6113853454589844,45.1
8.003,5.4,7.0077056884765625,23.44457244873047,23.0,3.6113853454589844,45.1
9.003,4.8,6.99176025390625,23.46051788330078,23.0,3.6113815307617188,45.1
10.003,4.9,7.009517669677734,23.442760467529297,23.0,3.6113815307617188,45.1
11.004,3.3,7.040885925292969,23.411392211914062,23.1,3.611370086669922,45.1
12.004,4.8,7.157295227050781,23.29498291015625,23.5,3.6113548278808594,45.1
13.005,5.2,7.157978057861328,23.294300079345703,23.5,3.6113548278808594,45.1
14.005,5.0,7.118991851806641,23.33328628540039,23.4,3.6113510131835938,45.1
15.006,4.9,7.130153656005859,23.322124481201172,23.4,3.611347198486328,45.1
16.006,4.8,7.288299560546875,23.163978576660156,23.9,3.611347198486328,45.1
17.006,4.6,7.287525177001953,23.164752960205078,23.9,3.6113433837890625,45.1
18.007,4.6,7.2896881103515625,23.16259002685547,23.9,3.6113433837890625,45.1
