sample_time_unix,gpu_timestamp,gpu_index,gpu_name,gpu_utilization_percent,memory_utilization_percent,vram_used_mib,vram_total_mib,temperature_c,power_draw_watts
1784234908.0376,2026/07/16 13:48:28.033,0,NVIDIA GeForce RTX 5080,81.0,40.0,14659.0,16303.0,49.0,132.18
1784234909.0512035,2026/07/16 13:48:29.047,0,NVIDIA GeForce RTX 5080,1.0,0.0,14660.0,16303.0,48.0,57.94
1784234910.0682478,2026/07/16 13:48:30.063,0,NVIDIA GeForce RTX 5080,0.0,0.0,14662.0,16303.0,47.0,54.11
1784234911.0859795,2026/07/16 13:48:31.079,0,NVIDIA GeForce RTX 5080,89.0,21.0,14662.0,16303.0,55.0,152.06
1784234912.104377,2026/07/16 13:48:32.097,0,NVIDIA GeForce RTX 5080,80.0,43.0,14662.0,16303.0,55.0,191.79
1784234913.1219795,2026/07/16 13:48:33.115,0,NVIDIA GeForce RTX 5080,80.0,43.0,14662.0,16303.0,55.0,173.82
1784234914.1393127,2026/07/16 13:48:34.133,0,NVIDIA GeForce RTX 5080,82.0,43.0,14661.0,16303.0,56.0,193.47
1784234915.1560793,2026/07/16 13:48:35.150,0,NVIDIA GeForce RTX 5080,82.0,44.0,14661.0,16303.0,56.0,192.64
1784234916.1742318,2026/07/16 13:48:36.167,0,NVIDIA GeForce RTX 5080,81.0,44.0,14661.0,16303.0,51.0,179.61
1784234917.191649,2026/07/16 13:48:37.185,0,NVIDIA GeForce RTX 5080,81.0,43.0,14661.0,16303.0,56.0,189.62
1784234918.209727,2026/07/16 13:48:38.203,0,NVIDIA GeForce RTX 5080,80.0,43.0,14661.0,16303.0,56.0,190.73
1784234919.2273004,2026/07/16 13:48:39.221,0,NVIDIA GeForce RTX 5080,81.0,43.0,14661.0,16303.0,56.0,188.88
1784234920.242322,2026/07/16 13:48:40.238,0,NVIDIA GeForce RTX 5080,82.0,44.0,14661.0,16303.0,56.0,193.38
1784234921.260561,2026/07/16 13:48:41.254,0,NVIDIA GeForce RTX 5080,59.0,14.0,14661.0,16303.0,54.0,158.86
1784234922.2778847,2026/07/16 13:48:42.272,0,NVIDIA GeForce RTX 5080,78.0,42.0,14661.0,16303.0,56.0,195.22
1784234923.2984152,2026/07/16 13:48:43.292,0,NVIDIA GeForce RTX 5080,51.0,10.0,14661.0,16303.0,51.0,171.84
1784234924.316666,2026/07/16 13:48:44.310,0,NVIDIA GeForce RTX 5080,81.0,40.0,14661.0,16303.0,57.0,191.98
1784234925.3338208,2026/07/16 13:48:45.327,0,NVIDIA GeForce RTX 5080,80.0,39.0,14661.0,16303.0,57.0,194.37
1784234926.351413,2026/07/16 13:48:46.345,0,NVIDIA GeForce RTX 5080,81.0,40.0,14661.0,16303.0,57.0,193.21
1784234927.3697662,2026/07/16 13:48:47.363,0,NVIDIA GeForce RTX 5080,82.0,40.0,14661.0,16303.0,57.0,196.54
1784234928.387225,2026/07/16 13:48:48.381,0,NVIDIA GeForce RTX 5080,80.0,39.0,14661.0,16303.0,57.0,195.46
1784234929.4046187,2026/07/16 13:48:49.398,0,NVIDIA GeForce RTX 5080,81.0,40.0,14661.0,16303.0,58.0,195.39
1784234930.4234576,2026/07/16 13:48:50.415,0,NVIDIA GeForce RTX 5080,81.0,40.0,14661.0,16303.0,58.0,196.08
1784234931.4408298,2026/07/16 13:48:51.434,0,NVIDIA GeForce RTX 5080,81.0,40.0,14661.0,16303.0,58.0,196.9
