elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.001,5.8,7.328075408935547,23.124202728271484,24.1,3.6924667358398438,46.2
1.001,7.4,7.83111572265625,22.62116241455078,25.7,3.6923179626464844,46.2
2.002,7.0,7.449451446533203,23.002826690673828,24.5,3.692310333251953,46.2
3.002,34.2,7.625347137451172,22.82693099975586,25.0,3.6923065185546875,46.2
4.002,35.3,7.638584136962891,22.81369400024414,25.1,3.6923065185546875,46.2
5.003,40.4,7.637031555175781,22.81524658203125,25.1,3.6923065185546875,46.2
6.003,40.0,7.650264739990234,22.802013397216797,25.1,3.6923065185546875,46.2
7.004,40.2,7.658821105957031,22.79345703125,25.2,3.6923065185546875,46.2
8.004,33.6,7.658092498779297,22.794185638427734,25.1,3.692291259765625,46.2
9.004,23.3,7.6905517578125,22.76172637939453,25.3,3.692279815673828,46.2
10.005,38.1,7.690509796142578,22.761768341064453,25.3,3.6922760009765625,46.2
11.005,41.1,7.781089782714844,22.671188354492188,25.6,3.6922683715820312,46.2
12.005,38.4,7.778575897216797,22.673702239990234,25.5,3.6922683715820312,46.2
13.006,27.7,7.711772918701172,22.74050521850586,25.3,3.6922569274902344,46.2
14.006,34.0,7.8106536865234375,22.641624450683594,25.6,3.692249298095703,46.2
15.006,34.8,8.328372955322266,22.123905181884766,27.3,3.692249298095703,46.2
16.007,36.0,8.2696533203125,22.18262481689453,27.2,3.6922454833984375,46.2
17.007,42.3,8.278076171875,22.17420196533203,27.2,3.6922454833984375,46.2
18.008,42.0,8.28274154663086,22.169536590576172,27.2,3.692241668701172,46.2
19.008,42.3,8.27923583984375,22.17304229736328,27.2,3.6922378540039062,46.2
20.008,42.1,8.285560607910156,22.166717529296875,27.2,3.6922378540039062,46.2
21.009,41.9,8.282451629638672,22.16982650756836,27.2,3.6922340393066406,46.2
22.009,41.9,8.272937774658203,22.179340362548828,27.2,3.6922264099121094,46.2
23.009,42.0,8.275749206542969,22.176528930664062,27.2,3.6922225952148438,46.2
24.01,41.1,8.283134460449219,22.169143676757812,27.2,3.6922225952148438,46.2
