elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.001,100.0,5.382884979248047,25.069393157958984,17.7,3.5764236450195312,44.7
1.001,8.5,5.895847320556641,24.55643081665039,19.4,3.5764007568359375,44.7
2.002,8.1,6.1355743408203125,24.31670379638672,20.1,3.5763893127441406,44.7
3.002,5.1,6.291851043701172,24.16042709350586,20.7,3.5763893127441406,44.7
4.002,5.6,6.293125152587891,24.15915298461914,20.7,3.5763893127441406,44.7
5.003,7.9,6.3000640869140625,24.15221405029297,20.7,3.576366424560547,44.7
6.003,5.8,6.285488128662109,24.166790008544922,20.6,3.576366424560547,44.7
7.003,5.0,6.464115142822266,23.988162994384766,21.2,3.576366424560547,44.7
8.004,6.1,6.539192199707031,23.9130859375,21.5,3.576366424560547,44.7
9.004,5.7,7.1472625732421875,23.305015563964844,23.5,3.576366424560547,44.7
10.004,5.5,6.7474822998046875,23.704795837402344,22.2,3.5763626098632812,44.7
11.005,6.1,7.188564300537109,23.263713836669922,23.6,3.57635498046875,44.7
12.005,5.1,7.1923980712890625,23.25988006591797,23.6,3.5763473510742188,44.7
13.005,5.0,7.192203521728516,23.260074615478516,23.6,3.5763473510742188,44.7
14.005,5.2,7.19097900390625,23.26129913330078,23.6,3.5763473510742188,44.7
15.006,5.2,7.21209716796875,23.24018096923828,23.7,3.5763473510742188,44.7
16.006,5.1,7.192970275878906,23.259307861328125,23.6,3.5763473510742188,44.7
17.006,5.1,7.183906555175781,23.26837158203125,23.6,3.5763473510742188,44.7
18.006,5.2,7.176998138427734,23.275279998779297,23.6,3.5763473510742188,44.7
