elapsed_seconds,cpu_percent,ram_used_gib,ram_available_gib,ram_percent,swap_used_gib,swap_percent
0.001,10.8,10.44565200805664,20.00662612915039,34.3,3.6592140197753906,45.7
1.001,7.3,10.975826263427734,19.476451873779297,36.0,3.6591262817382812,45.7
2.002,8.4,11.000591278076172,19.45168685913086,36.1,3.6591262817382812,45.7
3.002,38.5,11.11832046508789,19.33395767211914,36.5,3.6591262817382812,45.7
4.003,44.0,11.113685607910156,19.338592529296875,36.5,3.6591224670410156,45.7
5.003,50.0,11.101978302001953,19.350299835205078,36.5,3.6591224670410156,45.7
6.003,49.7,11.1239013671875,19.32837677001953,36.5,3.6591224670410156,45.7
7.004,49.7,11.109603881835938,19.342674255371094,36.5,3.6591224670410156,45.7
8.004,49.7,11.116989135742188,19.335289001464844,36.5,3.6591224670410156,45.7
9.004,40.1,10.734687805175781,19.71759033203125,35.3,3.65911865234375,45.7
10.005,35.4,10.627483367919922,19.82479476928711,34.9,3.6590805053710938,45.7
11.005,37.4,10.675987243652344,19.776290893554688,35.1,3.6590805053710938,45.7
12.006,49.6,10.660568237304688,19.791709899902344,35.0,3.6590805053710938,45.7
13.006,48.3,10.660026550292969,19.792251586914062,35.0,3.6590805053710938,45.7
14.007,43.1,10.646781921386719,19.805496215820312,35.0,3.6590805053710938,45.7
15.007,43.8,10.662216186523438,19.790061950683594,35.0,3.659076690673828,45.7
16.007,40.9,10.658401489257812,19.79387664794922,35.0,3.6590728759765625,45.7
17.008,49.9,10.658771514892578,19.793506622314453,35.0,3.6590728759765625,45.7
18.008,37.1,10.983898162841797,19.468379974365234,36.1,3.6590728759765625,45.7
19.009,50.7,10.980789184570312,19.47148895263672,36.1,3.6590728759765625,45.7
20.009,50.6,10.968563079833984,19.483715057373047,36.0,3.6590728759765625,45.7
21.009,50.5,10.960975646972656,19.491302490234375,36.0,3.6590728759765625,45.7
22.01,50.6,10.957481384277344,19.494796752929688,36.0,3.6590728759765625,45.7
23.01,50.6,10.972183227539062,19.48009490966797,36.0,3.6590728759765625,45.7
24.01,50.6,10.965667724609375,19.486610412597656,36.0,3.6590728759765625,45.7
25.011,50.6,10.971118927001953,19.481159210205078,36.0,3.659069061279297,45.7
26.011,41.3,11.01449203491211,19.437786102294922,36.2,3.659069061279297,45.7
